customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_tickets,late_payments,satisfaction_score,churn
CUST-00736,Female,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.03,1676.97,0,1,4.2,Yes
CUST-00737,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),71.03,1592.06,0,0,4.2,No
CUST-00738,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,44.79,1405.67,2,2,5.0,Yes
CUST-00739,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.45,1168.93,3,0,4.3,No
CUST-00740,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.44,,1,2,4.3,No
CUST-00741,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,83.65,432.99,5,0,4.1,Yes
CUST-00742,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,70.15,2774.52,4,0,4.5,No
CUST-00743,Female,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,94.51,1178.47,4,1,5.0,No
CUST-00744,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,77.44,3166.15,2,0,4.4,No
CUST-00745,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.93,3323.4,4,1,4.0,No
CUST-00746,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,73.05,4069.68,4,0,4.3,No
CUST-00747,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),69.23,2863.8,5,2,4.2,No
CUST-00748,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.04,984.36,0,1,4.8,No
CUST-00749,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.95,6364.54,6,1,3.9,Yes
CUST-00750,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),51.13,1540.25,0,0,4.7,No
CUST-00751,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),83.83,2786.72,6,0,4.1,No
CUST-00752,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.42,3911.08,3,3,3.6,Yes
CUST-00753,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,120.0,2287.64,9,4,3.3,Yes
CUST-00754,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.19,6328.52,3,1,3.6,No
CUST-00755,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.45,412.02,3,2,4.9,Yes
CUST-00756,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.56,878.0,1,3,4.3,No
CUST-00757,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.45,3232.64,2,0,4.5,No
CUST-00758,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.58,3962.16,4,3,4.6,No
CUST-00759,Male,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.58,5634.71,2,4,3.6,No
CUST-00760,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.8,5698.87,1,2,4.8,No
CUST-00761,Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,78.17,5220.87,4,0,3.5,No
CUST-00762,Female,0,Yes,No,53,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.19,3524.18,0,2,4.4,No
CUST-00763,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.41,3373.74,0,1,4.3,Yes
CUST-00764,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,104.39,4581.94,2,3,3.9,No
CUST-00765,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.06,4399.7,3,2,4.8,No
CUST-00766,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.54,1589.29,4,0,4.3,No
CUST-00767,Female,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,73.11,4580.85,2,1,5.0,No
CUST-00768,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,295.37,1,3,4.9,No
CUST-00769,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.6,3311.4,1,3,4.2,No
CUST-00770,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),111.84,2945.42,3,2,5.0,Yes
CUST-00771,Female,1,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),113.55,5777.91,2,0,4.5,No
CUST-00772,Female,1,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.32,1996.98,3,1,4.9,Yes
CUST-00773,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,64.12,950.43,4,0,4.8,No
CUST-00774,Female,0,No,Yes,59,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.94,4569.89,0,1,5.0,No
CUST-00775,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.04,2158.72,2,1,4.6,No
CUST-00776,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,39.94,2064.01,0,1,4.1,No
CUST-00777,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.58,2288.58,0,0,4.2,No
CUST-00778,Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.82,2200.61,1,1,3.7,No
CUST-00779,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,104.33,2933.34,2,0,4.3,No
CUST-00780,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.27,1070.43,2,0,4.4,No
CUST-00781,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.51,6050.98,2,1,5.0,Yes
CUST-00782,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.08,498.45,1,3,4.9,Yes
CUST-00783,Male,1,No,No,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.38,3449.09,2,1,4.4,No
CUST-00784,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,56.8,3409.77,1,2,4.2,No
CUST-00785,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.28,1248.08,1,1,5.0,No
CUST-00786,Female,1,No,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,55.92,657.39,0,0,5.0,No
CUST-00787,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.11,1201.88,0,0,4.8,No
CUST-00788,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.07,387.28,2,1,4.2,No
CUST-00789,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.5,717.98,1,0,4.2,No
CUST-00790,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,120.0,3475.58,5,0,3.7,Yes
CUST-00791,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.21,3586.89,3,0,4.1,Yes
CUST-00792,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,92.9,1204.43,7,0,4.5,No
CUST-00793,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.09,1840.82,1,0,5.0,No
CUST-00794,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.63,708.22,3,3,4.4,No
CUST-00795,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.45,2889.08,0,1,4.2,No
CUST-00796,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.9,534.81,1,0,5.0,No
CUST-00797,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.96,3514.81,2,3,4.2,No
CUST-00798,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.32,2958.64,0,0,4.9,No
CUST-00799,Male,0,Yes,Yes,48,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,73.01,3729.39,0,1,4.5,No
CUST-00800,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.31,128.72,2,0,3.8,No
CUST-00801,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.25,1031.9,1,0,4.8,No
CUST-00802,Male,0,No,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,67.56,2973.41,1,1,4.7,No
CUST-00803,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,109.92,7729.6,2,0,4.1,No
CUST-00804,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),118.67,4568.57,3,1,3.6,No
CUST-00805,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.73,3139.82,2,1,4.0,No
CUST-00806,Female,0,No,No,39,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,73.93,2887.76,3,1,5.0,No
CUST-00807,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.42,1596.3,5,6,3.5,No
CUST-00808,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,82.43,2881.05,2,1,4.7,No
CUST-00809,Male,1,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),70.51,4734.24,3,0,5.0,No
CUST-00810,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.42,53.93,1,0,5.0,No
CUST-00811,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.71,2096.72,3,1,4.2,No
CUST-00812,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.96,452.1,3,1,4.7,Yes
CUST-00813,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.35,2131.24,2,0,4.8,No
CUST-00814,Male,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.86,1912.56,2,4,3.7,Yes
CUST-00815,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,75.02,3834.27,2,1,4.9,No
CUST-00816,Female,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.59,4781.78,4,1,3.8,No
CUST-00817,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.69,1812.2,3,5,3.7,Yes
CUST-00818,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.29,936.11,0,2,4.5,Yes
CUST-00819,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.2,7527.81,5,1,3.2,No
CUST-00820,Female,1,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,75.22,2787.66,1,0,5.0,No
CUST-00821,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),99.29,7359.01,1,0,4.8,No
CUST-00822,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.77,7237.06,5,3,3.2,No
CUST-00823,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.38,1505.56,2,0,4.5,No
CUST-00824,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.64,3765.21,3,1,4.7,No
CUST-00825,Female,0,Yes,No,51,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.81,2569.49,0,0,4.8,No
CUST-00826,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.41,2207.04,1,2,4.7,No
CUST-00827,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.78,1259.37,2,2,3.8,Yes
CUST-00828,Female,0,No,No,37,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.85,2583.55,1,1,4.7,No
CUST-00829,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.34,555.85,2,1,5.0,No
CUST-00830,Male,0,No,Yes,65,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.24,5827.61,6,2,3.2,Yes
CUST-00831,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.45,7272.17,2,2,4.7,No
CUST-00832,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,87.71,3675.96,0,0,4.9,Yes
CUST-00833,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.97,370.83,1,0,5.0,No
CUST-00834,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),74.44,3360.35,1,0,5.0,No
CUST-00835,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,551.14,1,0,4.7,No
CUST-00836,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,86.19,,8,3,3.6,No
CUST-00837,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,77.99,589.83,3,1,3.4,Yes
CUST-00838,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49.5,1442.0,2,0,4.9,No
CUST-00839,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,471.35,2,1,4.1,No
CUST-00840,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.95,4522.8,3,1,4.5,No
CUST-00841,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.87,1140.87,0,2,4.8,No
CUST-00842,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,102.85,7914.74,5,0,3.7,No
CUST-00843,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.38,3964.08,1,4,5.0,No
CUST-00844,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,114.78,4647.45,10,1,2.2,No
CUST-00845,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.31,1256.38,1,0,4.2,Yes
CUST-00846,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.26,1229.3,1,0,5.0,No
CUST-00847,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.34,185.78,3,1,4.8,No
CUST-00848,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.47,4360.47,4,0,4.2,Yes
CUST-00849,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.84,1160.64,4,4,4.1,No
CUST-00850,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.47,1885.95,5,1,4.2,Yes
CUST-00851,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.79,4947.46,2,0,4.0,No
CUST-00852,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,106.65,4779.02,2,0,5.0,No
CUST-00853,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.97,4911.34,4,4,3.5,No
CUST-00854,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.6,333.75,3,1,4.4,Yes
CUST-00855,Male,0,Yes,No,15,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,80.76,1162.21,2,2,3.8,No
CUST-00856,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.18,5499.15,7,1,4.4,No
CUST-00857,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,111.01,3179.32,2,1,4.6,No
CUST-00858,Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.84,4751.08,3,0,5.0,No
CUST-00859,Female,0,No,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.85,4268.88,1,0,5.0,No
CUST-00860,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,94.61,656.26,6,0,3.9,Yes
CUST-00861,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,40.49,1229.05,1,0,5.0,No
CUST-00862,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,78.15,4133.86,1,1,4.1,No
CUST-00863,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.81,1119.99,3,0,3.9,Yes
CUST-00864,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.04,3519.93,1,1,4.4,No
CUST-00865,Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.76,376.28,1,0,5.0,No
CUST-00866,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,81.47,618.66,2,1,4.7,No
CUST-00867,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,74.43,2851.95,2,1,3.9,No
CUST-00868,Female,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.9,1410.3,0,4,4.1,Yes
CUST-00869,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.12,4658.86,1,0,4.8,No
CUST-00870,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,539.04,0,5,3.4,No
CUST-00871,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),69.42,1362.39,1,0,4.1,No
CUST-00872,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),37.7,2269.12,0,3,5.0,No
CUST-00873,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.48,1187.45,5,3,3.8,No
CUST-00874,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.1,2817.97,3,1,4.4,No
CUST-00875,Female,1,Yes,No,13,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.73,1237.31,2,4,3.5,No
CUST-00876,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,63.59,666.72,4,2,3.3,Yes
CUST-00877,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.63,1640.66,3,2,3.2,Yes
CUST-00878,Female,1,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.81,877.72,3,3,4.9,No
CUST-00879,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),116.31,3513.93,1,1,4.1,Yes
CUST-00880,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.02,1859.18,0,2,4.1,No
CUST-00881,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.19,644.36,4,1,3.1,Yes
CUST-00882,Female,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.25,88.23,2,0,5.0,Yes
CUST-00883,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,39.48,281.57,1,0,5.0,No
CUST-00884,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.07,2840.22,0,4,4.5,No
CUST-00885,Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.09,2512.2,0,1,5.0,No
CUST-00886,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.22,73.31,0,2,5.0,No
CUST-00887,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.87,75.24,4,0,3.2,Yes
CUST-00888,Male,1,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.27,2055.83,2,1,4.5,No
CUST-00889,Male,1,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),101.08,5523.82,2,0,4.5,No
CUST-00890,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.41,6541.42,4,3,3.2,Yes
CUST-00891,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.86,997.62,1,5,3.7,Yes
CUST-00892,Female,0,No,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,71.18,4668.94,1,0,4.9,No
CUST-00893,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.14,4035.53,3,0,5.0,No
CUST-00894,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,75.7,942.84,3,0,4.1,No
CUST-00895,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),120.0,1123.01,0,2,4.4,No
CUST-00896,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.57,3847.74,3,2,3.3,No
